23:05 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[010acb53e73b3]_[f0142eac9]
22:43 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[bddcd1a6e1228]_[4a11a3ae6]
22:43 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[9c4dd949b16e9]_[b3397643c]
22:43 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[d19377abc217d]_[8a963392d]
22:43 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[b111fc337c643]_[8d19f4777]
22:43 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[e08229191fd07]_[ab633535a]
22:42 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[7d933776d85f2]_[a0ef7e172]
22:42 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[a70320b3910d4]_[11ba85d98]
22:42 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[df6207c71c300]_[448cd385f]
22:42 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[cb7882f1d86f5]_[f46059b45]
22:42 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[007775d29d231]_[7c98b6cda]
22:42 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[7a39934ccc7c4]_[754720b16]
22:42 -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA_[49c6883a88771]_[528078292]
22:41 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[babb3d31a4e23]_[cb4ed0b40]
22:41 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[5b06d21da17a0]_[bcddd0b1d]
22:41 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[aea94a2e3a466]_[94b9fac66]
22:41 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[bddcd1a6e1228]_[54bbaecd5]
22:41 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[9c4dd949b16e9]_[06e9fcfff]
22:41 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[d19377abc217d]_[795a72d81]
22:41 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[eab44674790e7]_[3a286ddee]
22:41 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[b83838fffe72c]_[75e58f39b]
22:41 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[44fcde914ba85]_[c14481638]
22:41 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[9ab37953e70c0]_[062077272]
22:40 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d139f3cdcc1b1]_[ff3434bdf]
22:40 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[be55bfda989bf]_[413257f54]
22:40 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[377104d207050]_[5fe7b99e5]
22:40 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[df6207c71c300]_[086e74a6c]
22:40 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[cb7882f1d86f5]_[a689fff28]
22:40 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[007775d29d231]_[7780c0840]
22:40 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[7a39934ccc7c4]_[0cf4a5979]
22:40 -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA_[49c6883a88771]_[f97851188]
22:40 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[babb3d31a4e23]_[5aee1096b]
22:39 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[5b06d21da17a0]_[e0673178f]
22:39 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[aea94a2e3a466]_[aaa3585eb]
22:39 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[b83838fffe72c]_[c89e7de4a]
22:39 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[44fcde914ba85]_[054cee63a]
22:39 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[9ab37953e70c0]_[cba134f31]
22:39 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d139f3cdcc1b1]_[c631e266b]
22:39 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[be55bfda989bf]_[cb472f591]
22:39 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[377104d207050]_[75ec7653c]
22:39 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[df6207c71c300]_[5cb448eb4]
22:38 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[cb7882f1d86f5]_[5c49af90b]
22:38 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[007775d29d231]_[d50dc7058]
22:38 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[7a39934ccc7c4]_[ade7f28bd]
22:38 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[5b06d21da17a0]_[8e8f07342]
22:38 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[aea94a2e3a466]_[9ad3e90da]
22:38 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[c2d0f276f]
22:37 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[3beb03d05]
22:37 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[607206c24]
22:37 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[050633199]
22:37 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[859a994b6a010]_[fb615ecf9]
22:37 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[183e7c3af04d1]_[755bef9c2]
22:37 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[b83838fffe72c]_[3595212a2]
22:37 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[44fcde914ba85]_[8a7a42a5d]
22:37 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[9ab37953e70c0]_[3772ab880]
22:36 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[be55bfda989bf]_[84cf52b81]
22:36 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[377104d207050]_[9112f4d18]
22:36 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[df6207c71c300]_[1fa3e36d5]
22:36 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[cb7882f1d86f5]_[ca68ee0c5]
22:36 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[007775d29d231]_[cc000fa67]
22:36 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[09c4fb4ce]
22:35 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[2fcbc62275775]_[9c9b216b0]
22:35 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[15036d89f]
22:35 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[e2d27f09d]
22:35 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[222de6f0a]
22:35 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[c6ad9a88f]
22:35 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[859a994b6a010]_[e2219d90c]
22:35 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[183e7c3af04d1]_[576149007]
22:35 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[44fcde914ba85]_[94570d892]
22:34 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[9ab37953e70c0]_[d73220534]
22:34 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d139f3cdcc1b1]_[8550c3e03]
22:34 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[be55bfda989bf]_[09f3f1840]
22:34 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[377104d207050]_[87df8dce5]
22:34 -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ_[df6207c71c300]_[299d02456]
22:34 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[cb7882f1d86f5]_[426bb229f]
22:34 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[3671df3df]
22:34 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[785a4b3826a9a]_[f914d7a83]
22:33 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[a737413a0]
22:33 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[2fcbc62275775]_[3ec021a60]
22:33 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[78e12944d]
22:33 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[d40e42603]
22:33 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[70fbb27f6]
22:33 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[a8f00b271]
22:33 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[859a994b6a010]_[540b382a1]
22:33 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[183e7c3af04d1]_[43e4cdc5c]
22:33 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[b83838fffe72c]_[1bf48f6aa]
22:33 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[44fcde914ba85]_[b77461cab]
22:32 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d139f3cdcc1b1]_[ee5e6e9dc]
22:32 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[be55bfda989bf]_[8c65cacf0]
22:32 -> Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG_[40836e9a7f69d]_[deb3c4dbf]
22:32 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[8da37fb1399da]_[fb4dd1e22]
22:32 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[bda1402ea]
22:32 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[91df1e08e]
22:32 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[2fcbc62275775]_[b35d78278]
22:32 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[3437165d6]
22:32 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[afd5f082b]
22:31 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[f82050a71]
22:31 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[5509a9497]
22:31 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[859a994b6a010]_[518c6fa2c]
22:31 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[183e7c3af04d1]_[5f12e3c31]
22:31 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[b83838fffe72c]_[aa53226b8]
22:31 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[44fcde914ba85]_[6bc448730]
22:31 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d139f3cdcc1b1]_[bc6f5e9ce]
22:31 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d82bc58ca6fab]_[1c0e743a4]
22:30 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[1be854e361d27]_[cc50d0ee9]
22:30 -> Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG_[40836e9a7f69d]_[2193727b2]
22:30 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[8da37fb1399da]_[872c91ab3]
22:30 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[8064742e6]
22:30 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[785a4b3826a9a]_[8319b96ea]
22:30 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[06f4cccea]
22:30 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[2fcbc62275775]_[a8d5ff825]
22:30 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[83075f069]
22:30 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[a6cb967c3]
22:29 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[859a994b6a010]_[76db37fb0]
22:29 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[183e7c3af04d1]_[cb6ed097f]
22:29 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d82bc58ca6fab]_[2c534540f]
22:29 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[1be854e361d27]_[30833c287]
22:29 -> Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG_[40836e9a7f69d]_[979c1526f]
22:29 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[8da37fb1399da]_[471f09863]
22:29 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[e9c9e7091]
22:29 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[785a4b3826a9a]_[9d8bcf693]
22:29 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[a326639a8]
22:29 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[ac4b58237]
22:28 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[bf40fedfb]
22:28 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[ec2c5af90]
22:28 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[f25428241]
22:28 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[859a994b6a010]_[903f54a8a]
22:28 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[183e7c3af04d1]_[21d5daac5]
22:28 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[5fa41f1bfa9e2]_[b7e76e37a]
22:28 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d82bc58ca6fab]_[0299e4dee]
22:28 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[1be854e361d27]_[4dab8851d]
22:28 -> Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG_[40836e9a7f69d]_[a0740a5f2]
22:27 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[8da37fb1399da]_[15e1edab6]
22:27 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[af0160b60]
22:27 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[785a4b3826a9a]_[f0095a644]
22:27 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[fe756e2af]
22:27 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[2fcbc62275775]_[3370a1fc1]
22:27 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[09905b064]
22:27 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[bded519f3]
22:27 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[a7891099a48b2]_[195761905]
22:27 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[7d4dfe7d30e5f]_[c4fde3067]
22:26 ->  -> Zoliboy.21Sextreme.Coco.de.Mal.Leslie.Taylor.Dirty.Mingle_[2a091576a2300]_[8780fbf26]
22:26 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[5fa41f1bfa9e2]_[f1745099b]
22:26 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d82bc58ca6fab]_[45968cb09]
22:26 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[1be854e361d27]_[8cc28c55b]
22:26 -> Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG_[40836e9a7f69d]_[214458a36]
22:26 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[8da37fb1399da]_[b8f07591b]
22:26 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[200d0d352]
22:26 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[785a4b3826a9a]_[04997fadc]
22:26 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[b9f8455af]
22:26 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[cfa5f75f6]
22:25 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[282657937]
22:25 -> [PRiVATE]_Zoliboy.21Sextreme.Coco.de.Mal.Leslie.Taylor.Dirty.Mingle_[newzNZB.iNFO]_[a7facd407230b]_[93a41e112]
22:25 ->  -> Zoliboy.21Sextreme.Coco.de.Mal.Leslie.Taylor.Dirty.Mingle_[2a091576a2300]_[52736bd00]
22:25 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[5fa41f1bfa9e2]_[ad39f6f88]
22:25 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d82bc58ca6fab]_[e1eb6d752]
22:25 ->  -> Friday.Night.Dinner.S04E04.HDTV.x264-TLA[ettv]_[1be854e361d27]_[d286574ff]
22:25 ->  -> TeachMeFisting.16.08.13.Anina.Silk.And.Vicky.Love.Going.Wrist.Deep.XXX.1080p.MP4-KTR[rarbg]_[c01b789139205]_[70ab0645e]
22:25 -> Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG_[40836e9a7f69d]_[ce3769a18]
22:25 ->  -> The.Eric.Andre.Show.S04E02.HDTV.x264-MiNDTHEGAP[rarbg]_[8da37fb1399da]_[db1871306]
22:25 -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ_[37e9564e5a626]_[765e93d33]
22:24 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[785a4b3826a9a]_[16f86276e]
22:24 -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ_[51e7a9114da4c]_[3b58121d3]
22:24 ->  -> Steven.Universe.S04E02.Know.Your.Fusion.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[2fcbc62275775]_[42e2a11d6]
22:24 ->  -> The.Eric.Andre.Show.S04E02.720p.HDTV.x264-MiNDTHEGAP[rarbg]_[706d12a3fed99]_[d93d42e2a]
22:24 ->  -> Met-Art.com_16.08.13.Niemira.Samboa.XXX.iMAGESET-YAPG[rarbg]_[853f5f914bac5]_[e8b6c4d9f]
22:24 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[24d7b20ea99d9]_[1c735518e]
22:24 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[657e2a5ae1cef]_[a8a07bbb6]
22:24 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[4877a46f923d5]_[6d4bd32cb]
22:24 ->  -> My.Big.Fat.Fabulous.Life.S03E09.Big.Fat.Breakup.HDTV.x264-CRiMSON[rarbg]_[d32d939a355e0]_[356752daf]
22:24 -> [PRiVATE]_Zoliboy.21Sextreme.Coco.de.Mal.Leslie.Taylor.Dirty.Mingle_[newzNZB.iNFO]_[a7facd407230b]_[2dceca252]
22:24 ->  -> Zoliboy.21Sextreme.Coco.de.Mal.Leslie.Taylor.Dirty.Mingle_[2a091576a2300]_[6e44a6145]
22:23 -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ_[5fa41f1bfa9e2]_[3e873f021]
22:23 ->  -> Steven.Universe.S04E01.The.Kindergarten.Kid.720p.WEB-DL.AAC2.0.H264-iT00NZ[rarbg]_[d82bc58ca6fab]_[a25d1d599]
